Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Pratikar,1991.0,150.0,"Action, Crime, Drama",4.9,105.0,Rama Rao Tatineni,Rakhee Gulzar,Anil Kapoor,Madhuri Dixit
Pratisaad: The Response,2010.0,126.0,"Biography, Drama",7.4,24.0,Yogesh Dattatraya Gosavi,Sandeep Kulkarni,Kishore Kadam,Neelam Shirke
Pratishodh,1981.0,121.0,Drama,6.5,18.0,Sukhen Das,Uttam Kumar,Soumitra Chatterjee,Sabitri Chatterjee
Pratyaghat,1994.0,125.0,Musical,6.7,11.0,Santanu Bhowmick,Prasenjit Chatterjee,Indrani Dutta,Shakti Kapoor
Preetam,1971.0,137.0,"Comedy, Romance",6.2,27.0,Bhappi Sonie,Shammi Kapoor,Leena Chandavarkar,Helen
Prem,1995.0,167.0,"Action, Drama, Romance",4.1,220.0,Satish Kaushik,Sanjay Kapoor,Tabu,Deepak Tijori
Prem Aggan,1998.0,168.0,"Drama, Romance",1.7,544.0,Feroz Khan,Fardeen Khan,Meghna Kothari,Sameer Malhotra
Prem Deewane,1992.0,160.0,"Action, Comedy, Drama",5.2,220.0,Sachin Pilgaonkar,Sachin,Pooja Bhatt,Bharat Bhushan
Prem Geet,1981.0,150.0,Romance,7.7,67.0,Sudesh Issar,Raj Babbar,Anita Raj,Rajni Sharma
Prem Kahani,1937.0,87.0,"Drama, Family, Romance",5.9,12.0,Franz Osten,Ashok Kumar,N.M. Joshi,Bilqis
Prem Kahani,1975.0,149.0,"Drama, Musical, Romance",6.6,150.0,Raj Khosla,Rajesh Khanna,Shashi Kapoor,Mumtaz
Prem Nagar,1974.0,200.0,"Drama, Musical, Romance",6.3,114.0,K.S. Prakash Rao,Rajesh Khanna,Hema Malini,Prem Chopra
Prem Patra,1962.0,157.0,"Drama, Romance",7.6,68.0,Bimal Roy,Sadhana,Shashi Kapoor,Seema Deo
Prem Pratigyaa,1989.0,156.0,"Drama, Romance",5.9,230.0,Bapu,Mithun Chakraborty,Madhuri Dixit,Vinod Mehra
Prem Pujari,1970.0,192.0,"Action, Drama, Musical",6.9,212.0,Dev Anand,Dev Anand,Waheeda Rehman,Shatrughan Sinha
Prem Qaidi,1991.0,156.0,"Action, Romance",2.1,153.0,K. Muralimohana Rao,Karisma Kapoor,Harish,Shafi Inamdar
Prem Rog,1982.0,183.0,"Drama, Musical, Romance",7.2,913.0,Raj Kapoor,Shammi Kapoor,Nanda,Tanuja
Prem Shastra,1974.0,102.0,"Drama, Romance",6.5,55.0,B.R. Ishara,Dev Anand,Zeenat Aman,Bindu
Prem Tapasya,1983.0,137.0,"Drama, Romance",6.1,25.0,Narayana Rao Dasari,Jeetendra,Rekha,Reena Roy
Prem Yog,1994.0,148.0,"Drama, Family",6.1,65.0,Rajeev Kumar,Rishi Kapoor,Madhoo,Shammi Kapoor
PremGranth,1996.0,156.0,"Action, Drama, Musical",5.7,425.0,Rajiv Kapoor,Shammi Kapoor,Rishi Kapoor,Madhuri Dixit
Pret Atma,1997.0,114.0,Horror,3.5,6.0,R. Mittal,Rajesh Mittal,Birbal,Anil Dhawan
Prince Vaali,2011.0,175.0,"Action, Adventure, Fantasy",5.8,11.0,Shiva Thejus,Daiana Menezes,,
Prisoners of Conscience,1978.0,45.0,Documentary,7.0,32.0,Anand Patwardhan,,,
Prithvi,1997.0,136.0,"Action, Mystery, Thriller",4.4,108.0,Nitin Manmohan,Sunil Shetty,Shilpa Shetty Kundra,Suresh Oberoi
Prithvi Vallabh,1943.0,121.0,Drama,7.7,27.0,Sohrab Modi,Sadiq Ali,Durga Khote,Leela Mishra
Private Detective: Two Plus Two Plus One,1997.0,130.0,Mystery,5.8,63.0,Rajat Kapoor,Naseeruddin Shah,Shambhavi Kaul,Irrfan Khan
Priyanka,1994.0,135.0,,5.7,27.0,Viji Chandrashekhar,Delhi Ganesh,Anuradha Hasan,Jaishankar
Priyasakhi,2005.0,157.0,"Drama, Family, Romance",4.6,153.0,K.S. Adiyaman,Sanjay Singh,Madhavan,Sada
Priyatama,1978.0,120.0,"Comedy, Drama, Romance",6.7,51.0,Basu Chatterjee,Jeetendra,Neetu Singh,Rakesh Roshan
Professor,1962.0,166.0,"Comedy, Drama, Musical",7.0,248.0,Lekh Tandon,Shammi Kapoor,Lalita Pawar,Parveen Choudhary
Professor Ki Padosan,1994.0,138.0,Comedy,6.2,69.0,Shantilal Soni,Ravi Tandon,Sanjeev Kumar,Padmini Kolhapure
Professor Pyarelal,1981.0,133.0,"Action, Crime, Thriller",6.6,103.0,Brij,Zeenat Aman,Master Bhagwan,Brahmachari
Project Marathwada,2016.0,110.0,Drama,6.4,77.0,Bhavin Wadia,Om Puri,Seema Biswas,Govind Namdeo
Project Papa,2018.0,97.0,Drama,6.6,27.0,Kanika Batra,Kanika Batra,Rakesh Batra,Rajit Kapoor
Pukar,1983.0,161.0,"Action, Drama, Musical",6.0,316.0,Ramesh Behl,Amitabh Bachchan,Zeenat Aman,Randhir Kapoor
Puli Bebbuli,1983.0,149.0,"Action, Family, Drama",6.3,15.0,K.S.R. Das,Krishnamraju,Chiranjeevi,Jaya Prada
Punnagai Mannan,1986.0,153.0,"Comedy, Drama, Romance",7.8,830.0,K. Balachander,Kamal Haasan,Revathi,Rekha
Purab Aur Pachhim,1970.0,142.0,"Drama, Romance",7.4,863.0,Manoj Kumar,Ashok Kumar,Saira Banu,Manoj Kumar
Puran Bhagat,1933.0,159.0,,6.5,10.0,Debaki Bose,Choudhury Mohammed Rafiq,M. Kumar,Anwari
Purana Mandir,1984.0,144.0,"Comedy, Drama, Horror",6.4,492.0,Shyam Ramsay,Tulsi Ramsay,Mohnish Bahl,Arti Gupta
Purana Purush,1978.0,136.0,"Action, Adventure, Comedy",8.4,34.0,G.S. Murthy,Prabhakar,Manohar,Anamika
Purani Haveli,1989.0,139.0,Horror,5.2,250.0,Shyam Ramsay,Tulsi Ramsay,Deepak Parashar,Amita Nangia
Purani Jeans,2014.0,137.0,"Drama, Romance",6.3,762.0,Tanushri Chattrji Bassu,Tanuj Virwani,Izabelle Leite,Aditya Seal
Purdah,2018.0,71.0,"Documentary, Drama, Sport",8.1,276.0,Jeremy Guy,,,
Purnima,1965.0,120.0,"Family, Romance",6.5,41.0,Narendra Suri,Dharmendra,Meena Kumari,Mehmood
Pushkar Puran,2017.0,100.0,Documentary,6.5,22.0,Kamal Swaroop,,,
Pyaar Diwana,1972.0,135.0,Comedy,5.9,15.0,Samar Chatterjee,Kishore Kumar,Mumtaz,Padma Khanna
Pyaar Diwana Hota Hai,2002.0,148.0,"Comedy, Drama, Romance",3.9,335.0,Rani Mukerji,Govinda,Om Puri,Laxmikant Berde
Pyaar Ka Rishta,1973.0,137.0,Drama,6.1,11.0,Sultan Ahmed,Balraj Sahni,Sameer Khan,Mumtaz
Pyaar Ka Tarana,1993.0,136.0,"Musical, Drama",4.3,24.0,Dev Anand,Manu Gargi,Anita Ayoob,Akshay Anand
Pyaar Karke Dekho,1987.0,144.0,"Drama, Family",6.4,58.0,D. Rajendra Babu,Govinda,Mandakini,Kader Khan
Pyaar Karle,2019.0,116.0,Drama,3.6,5.0,Rudra Patla Venugopal,Chitram Basha,Udita Goswami,Faheem Ul Haq
Pyaar Kiya Nahin Jaata..,2003.0,77.0,"Drama, Romance",6.1,14.0,Mahesh Manjrekar,Usha Bachani,Sonali Bendre,Nikhil Chinappa
Pyaar Koi Khel Nahin,1999.0,165.0,"Drama, Romance, Thriller",3.3,371.0,Subhash Sehgal,Sunny Deol,Mahima Chaudhry,Apoorva Agnihotri
Pyaar Mein Twist,2005.0,123.0,"Comedy, Drama, Musical",6.1,185.0,Hriday Shetty,Rishi Kapoor,Dimple Kapadia,Vikas Bhalla
Pyaar Se from Kolkata - Pari,2019.0,49.0,Drama,4.8,5.0,Sanjoy,Debapriyo Bagchi,Jinia Pande,
Pyaar Tune Kya Kiya...,2001.0,123.0,"Drama, Romance, Thriller",5.7,807.0,Rajat Mukherjee,Fardeen Khan,Ravi Baswani,Kannu Gill
Pyaar Vali Love Story,2014.0,133.0,Drama,5.9,59.0,Sanjay Jadhav,Sameer Dharmadhikari,Swapnil Joshi,Namrata Kadam
Pyaar Zindagi Hai,2001.0,157.0,"Drama, Romance, Thriller",6.5,44.0,Vijay Sadanah,Rajesh Khanna,Vikas Kalantri,Ashima Bhalla
Pyaasa,2002.0,137.0,"Drama, Romance",3.3,96.0,Anil Mattoo,A. Muthu,Aftab Shivdasani,Zulfi Sayed
Pyaasa Haiwan,2003.0,106.0,Horror,5.3,30.0,Kanti Shah,Sapna Sappu,Kanti Shah,Randhir Singh
Pyaasa Sawan,1981.0,161.0,"Family, Romance",7.4,77.0,Narayana Rao Dasari,Jeetendra,Reena Roy,Vinod Mehra
Pyar Bhara Dil,1991.0,147.0,"Drama, Romance",6.3,14.0,Chandra Barot,Deepa Barot,Rakesh Bedi,Harish Bhimani
Pyar Hi Pyar,1969.0,135.0,Romance,6.9,64.0,Bhappi Sonie,Vyjayanthimala,Dharmendra,Pran
Pyar Hua Chori Chori,1992.0,154.0,Romance,6.3,51.0,K. Bapaiah,Jasti Hemambar,Mithun Chakraborty,Gautami
Pyar Jhukta Nahin,1985.0,135.0,"Family, Romance",6.3,175.0,Vijay Sadanah,Mithun Chakraborty,Padmini Kolhapure,Danny Denzongpa
Pyar Ka Devta,1990.0,148.0,"Action, Comedy, Drama",3.8,114.0,K. Bapaiah,Mithun Chakraborty,Madhuri Dixit,Bharat Bhushan
Pyar Ka Karz,1990.0,161.0,Drama,6.1,29.0,K. Bapaiah,Dharmendra,Meenakshi Sheshadri,Mithun Chakraborty
Pyar Ka Mandir,1988.0,148.0,"Drama, Family",6.5,96.0,K. Bapaiah,Mithun Chakraborty,Madhavi,Bharat Bhushan
Pyar Ka Mausam,1969.0,153.0,"Drama, Musical, Romance",6.8,107.0,Nasir Hussain,Asha Parekh,Shashi Kapoor,Bharat Bhushan
Pyar Ka Sapna,1969.0,147.0,"Comedy, Drama, Family",6.2,20.0,Hrishikesh Mukherjee,Ashok Kumar,Biswajit Chatterjee,Mala Sinha
Pyar Ka Saudagar,1991.0,136.0,Romance,4.4,8.0,Kalidas,Aasif Sheikh,Moon Moon Sen,Mandakini
Pyar Ke Do Pal,1986.0,130.0,"Action, Drama",6.2,50.0,Rajiv Mehra,Bindu,Mithun Chakraborty,Krishan Dhawan
Pyar Ke Kabil,1987.0,187.0,"Drama, Family, Romance",5.6,51.0,Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev
Pyar Ke Naam Qurban,1990.0,134.0,"Action, Drama, Romance",5.6,39.0,Babbar Subhash,Mithun Chakraborty,Dimple Kapadia,Mandakini
Pyar Ki Jeet,1987.0,146.0,"Comedy, Drama, Musical",7.4,37.0,Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha
Pyar Ki Kahani,1971.0,150.0,"Drama, Romance",6.1,83.0,Ravikant Nagaich,Mala Sinha,Tanuja,Amitabh Bachchan
Pyar Kiya Hai Pyar Karenge,1986.0,133.0,"Drama, Romance",3.6,37.0,Vijay Reddy,Anil Kapoor,Padmini Kolhapure,Anita Raj
Pyar Kiye Jaa,1966.0,129.0,"Comedy, Romance",7.1,176.0,C.V. Sridhar,Kishore Kumar,Shashi Kapoor,Mehmood
Pyare Mohan,2006.0,130.0,"Action, Comedy, Crime",3.3,827.0,Ravinddra Khare,Indra Kumar,Fardeen Khan,Vivek Oberoi
Pyari Behna,1985.0,136.0,"Action, Comedy, Drama",6.8,70.0,Bapu,Mithun Chakraborty,Padmini Kolhapure,Tanvi Azmi
Pyasa Shaitan,1984.0,100.0,Horror,5.0,54.0,Joginder Shelly,Kamal Haasan,Joginder Shelly,Madhu Malhotra
Q,2017.0,96.0,"Drama, Thriller",6.0,29.0,Sanjeev Gupta,Heeba Shah,Ashwin Shukla,
Qaid,1975.0,130.0,"Drama, Romance, Thriller",5.7,15.0,Atma Ram,Vinod Khanna,Leena Chandavarkar,Jayshree T.
Qaidi,1984.0,110.0,"Action, Drama",6.1,30.0,S.S. Ravichandra,Asrani,Urmila Bhatt,Bharat Bhushan
Qasam Se Qasam Se,2012.0,145.0,Romance,4.0,18.0,Ashfaq Makrani,Faith,Farhan,Satish Kaushik
Qatil,1988.0,135.0,"Crime, Drama, Mystery",6.0,25.0,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor
Qatil Chudail,2001.0,96.0,Horror,5.2,5.0,Kanti Shah,Anil Nagrath,Jhony Nirmal,Amit Pachori
Qatil Haseeno Ka,2001.0,113.0,Crime,3.1,7.0,K. Shivram,Arya,Rana Jung Bahadur,Aparna Bera
Qatl,1986.0,141.0,"Mystery, Thriller",7.0,202.0,R.K. Nayyar,Sanjeev Kumar,Ranjeeta Kaur,Shatrughan Sinha
Qayamat,1983.0,139.0,"Action, Crime, Drama",6.0,62.0,Raj N. Sippy,Dharmendra,Smita Patil,Jaya Prada
Qila,1998.0,133.0,"Drama, Family, Music",5.1,109.0,Umesh Mehra,Dilip Kumar,Mukul Dev,Rekha
Queens! Destiny of Dance,2011.0,112.0,"Drama, Musical",5.4,10.0,David Atkins,Seema Biswas,Vineeth,
Quick Gun Murugun: Misadventures of an Indian Cowboy,2009.0,97.0,"Action, Comedy, Drama",5.8,802.0,Shashanka Ghosh,Rajendra Prasad,Rambha,Anu Menon
Qurbani,1980.0,157.0,"Action, Crime, Drama",7.0,823.0,Feroz Khan,Feroz Khan,Vinod Khanna,Zeenat Aman
Raadha Aur Seeta,1979.0,109.0,"Drama, Family",5.4,7.0,Vijay Kapoor,Rajendranath Malhotra,Madan Puri,Leela Mishra
Raag Desh,2017.0,135.0,"Action, Drama, History",8.1,376.0,Tigmanshu Dhulia,Kunal Kapoor,Amit Sadh,Mohit Marwah
Raagini,1958.0,128.0,"Drama, Family",6.5,10.0,Rakhan,Ashok Kumar,Kishore Kumar,Padmini
Raahgir,2019.0,85.0,Drama,7.4,27.0,Goutam Ghose,Adil Hussain,Tillotama Shome,Neeraj Kabi
Raaja,1975.0,140.0,"Drama, Family",6.2,38.0,K. Shankar,Rishi Kapoor,Sulakshana Pandit,Prem Chopra
Raakh: A Poem Masked in Blood,2007.0,113.0,"Action, Crime, Drama",3.6,77.0,Hansal Mehta,Mithun Chakraborty,Sohail Khan,Aamir Ali
Raakhi Aur Rifle,1976.0,109.0,Action,6.3,7.0,Radhakant,Dara Singh,Raman Khanna,Sona Mastan Mirza
Raampur Ka Lakshman,1972.0,138.0,"Drama, Family",6.3,66.0,Manmohan Desai,Randhir Kapoor,Rekha,Shatrughan Sinha
Raasaiyya,1995.0,129.0,"Comedy, Drama",4.9,178.0,Kannan,R. Kannan,Prabhu Deva,Roja
Raaste Kaa Patthar,1972.0,133.0,"Drama, Romance",5.7,85.0,Mukul Dutt,Amitabh Bachchan,Shatrughan Sinha,Laxmi Chhaya
Raat Aur Din,1967.0,135.0,"Mystery, Thriller",7.6,74.0,Satyen Bose,Nargis,Pradeep Kumar,Feroz Khan
Raat Baaki Hai,2021.0,100.0,"Drama, Thriller",5.2,332.0,Avinash Das,Paoli Dam,Anup Soni,Dipannita Sharma
"Raat Gayi, Baat Gayi?",2009.0,104.0,"Comedy, Drama",6.3,533.0,Saurabh Shukla,Aamir Bashir,Anil Chaudhary,Makrand Deshpande
Raat Ke Andhere Mein,1987.0,110.0,"Horror, Mystery",4.3,9.0,Vinod Talwar,Javed Khan,Deepika Chikhalia,Dipika
Raaz,1967.0,139.0,"Thriller, Mystery",6.2,137.0,Ravindra Dave,Rajesh Khanna,Babita Kapoor,I.S. Johar
Raaz,1981.0,132.0,"Crime, Mystery, Thriller",5.2,20.0,Harmesh Malhotra,Raj Babbar,Sulakshana Pandit,Brahm Bhardwaj
Rabba Main Kya Karoon,2013.0,116.0,"Comedy, Romance",4.3,277.0,Amrit Sagar,Akash Sagar Chopra,Tahira Kochhar,Arshad Warsi
Rachna,1983.0,118.0,Family,4.8,12.0,Sathish,Anil Kapoor,Deepak Shankar,Jezebel
Racket,2018.0,122.0,Drama,7.3,17.0,Rahul Rajan,Rahul Ranjan,Suman Jain,Vaishnavi Karmarkar
Radha Krishna,1954.0,120.0,Fantasy,7.9,7.0,Raja Nene,Kamini Kaushal,Ratan Kumar,Agha
Radio: Love on Air,2009.0,110.0,"Drama, Musical, Romance",2.9,304.0,Ishaan Trivedi,Himesh Reshammiya,Shenaz Treasury,Sonal Sehgal
Raeeszada,1990.0,149.0,Drama,3.6,22.0,Bharat Kapoor,Sonam,Bharat Bhushan,Anil Dhawan
Rafoo Chakkar: Fun on the Run,2008.0,122.0,"Comedy, Crime, Drama",3.4,54.0,B.H. Tharun Kumar,Nauheed Cyrusi,Aslam Khan,Nisha Rawal
Raghu Rai: An Unframed Portrait,2017.0,55.0,Documentary,6.4,73.0,Avani Rai,Avani Rai,Raghu Rai,
Raghu Romeo,2003.0,100.0,"Comedy, Crime",6.9,651.0,Rajat Kapoor,Vijay Raaz,Maria Goretti,Sadiya Siddiqui
Raghuveer,1995.0,151.0,"Action, Drama",4.3,86.0,K. Pappu,Sunil Shetty,Shilpa Shirodkar,Suresh Oberoi
Rahenge Sadaa Gardish Mein Taare,2017.0,70.0,Drama,5.6,12.0,Saif Hyder Hasan,Rajesh Khera,Sonali Kulkarni,Arif Zakaria
Rahgir,1969.0,120.0,Romance,6.8,12.0,Tarun Majumdar,Biswajit Chatterjee,Sandhya Roy,Shashikala
Rahi,1953.0,139.0,Drama,7.0,28.0,Khwaja Ahmad Abbas,Dev Anand,Nalini Jaywant,Balraj Sahni
Rahu Ketu,1978.0,133.0,Action,5.8,20.0,B.R. Ishara,Shashi Kapoor,Rekha,Prem Nath
Rahul,2001.0,151.0,Drama,5.4,249.0,Prakash Jha,Shabana Raza,Yash Gawli,Rajeshwari Sachdev
Railway Children,2016.0,120.0,"Crime, Drama",8.0,137.0,Prithvi Konanur,Yash Shetty,Syed Pervez,Ramachandra Hosur
Railway Platform,1955.0,162.0,"Comedy, Drama, Romance",7.2,24.0,Ramesh Saigal,Nalini Jaywant,Sheila Ramani,Johnny Walker
Railway Raju,2019.0,120.0,"Crime, Thriller",7.5,6.0,Dinkar Rao,Anubhav Dixit,Monika Mishra,Lavanya Rao
Raj Hath,1956.0,136.0,"Adventure, Drama, Romance",6.2,16.0,Sohrab Modi,Madhubala,Pradeep Kumar,Ulhas
Raj Mahal,1982.0,157.0,"Action, Drama",6.1,19.0,K. Parvez,Vinod Khanna,Neetu Singh,Asrani
Raj Tilak,1959.0,171.0,Adventure,6.1,14.0,S.S. Vasan,Gemini Ganesan,Vyjayanthimala,Pran
Raja,1995.0,168.0,"Action, Drama, Romance",5.3,751.0,Indra Kumar,Sanjay Kapoor,Madhuri Dixit,Mukesh Khanna
Raja Abroadiya,2018.0,117.0,Romance,4.3,22.0,Lakhwinder Shabla,Robin Sohi,Vaishnavi Patwardhan,Alankrita Bora
Raja Aur Runk,1968.0,145.0,"Drama, Family, Musical",6.9,49.0,Kolli Pratyagatma,Sanjeev Kumar,Ajit,Mukri
Raja Bhaiya,2003.0,127.0,"Comedy, Drama",3.7,211.0,Raman Kumar,Sadashiv Amrapurkar,Rakesh Bedi,Kajal Chakraborty
Raja Harishchandra,1952.0,146.0,History,6.0,7.0,Raman B. Desai,Prem Adib,Sumitra Devi,Bipin Gupta
Raja Ki Ayegi Baraat,1997.0,158.0,"Drama, Romance",3.7,373.0,Ashok Gaekwad,Shadaab Khan,Rani Mukerji,Gulshan Grover
Raja Ko Rani Se Pyar Ho Gaya,2000.0,148.0,"Comedy, Musical, Romance",3.4,78.0,Rajeev Kumar,Arvind Swamy,Manisha Koirala,Dilip Dhawan
Raja Saab,1969.0,144.0,Romance,6.3,37.0,Suraj Prakash,Shashi Kapoor,Nanda,Kamal Kapoor
Rajaji,1999.0,150.0,"Comedy, Romance",4.6,344.0,Vimal Kumar,Govinda,Raveena Tandon,Satish Kaushik
Rajdhani Express,2013.0,140.0,"Action, Drama, Thriller",2.9,257.0,Ashok Kohli,Jimmy Sheirgill,Ishrat Ali,Nishant Balgovind
Rajjo,2013.0,123.0,"Drama, Romance",2.3,436.0,Vishwas Patil,Kangana Ranaut,Prakash Raj,Mahesh Manjrekar
Rajkumar,1996.0,146.0,"Drama, Family, Fantasy",4.5,277.0,Pankaj Parashar,Naseeruddin Shah,Anil Kapoor,Madhuri Dixit
Rajkumar,1964.0,178.0,"Musical, Drama, Comedy",7.0,164.0,K. Shankar,Shammi Kapoor,Sadhana,Pran
Rajnigandha,1974.0,110.0,"Drama, Romance",7.3,670.0,Basu Chatterjee,Vidya Sinha,Amol Palekar,Dinesh Thakur
Rajoo Dada,1992.0,125.0,Action,3.3,6.0,D.S. Azad,Mithun Chakraborty,Chandrashekhar,Mohan Choti
Rajput,1951.0,120.0,"Action, Drama",6.4,10.0,Lekhraj Bhakri,Paidi Jairaj,Suraiya,Kuldip Kaur
Rajput Ramani,1936.0,138.0,Adventure,3.1,10.0,Keshavrao Dhaiber,Nalini Tarkhad,Nanasaheb Phatak,Shanta Apte
Rakhi,1962.0,133.0,"Drama, Family",6.5,41.0,A. Bhimsingh,Ashok Kumar,Waheeda Rehman,Pradeep Kumar
Rakhi Aur Hathkadi,1972.0,90.0,"Action, Drama, Family",6.6,22.0,S.M. Sagar,Ashok Kumar,Asha Parekh,Vijay Arora
Rakht,2004.0,162.0,"Horror, Thriller",3.7,608.0,Mahesh Manjrekar,Sanjay Dutt,Sunil Shetty,Bipasha Basu
Rakhtbeej,2012.0,120.0,Thriller,3.1,15.0,Anil Ballani,Julia Datt,Tinnu Anand,Mansi Dovhal
Rakhwale,1994.0,135.0,Action,2.9,20.0,Sudharshan Lal,Mukesh Khanna,Aatish Devgan,Harsha Mehra
Rakkhosh,2019.0,128.0,Horror,4.7,162.0,Abhijit Kokate,Srivinay Salian,Sanjay Mishra,Priyanka Bose
Raksha,1981.0,127.0,"Action, Drama",5.8,21.0,Ravikant Nagaich,Jeetendra,Parveen Babi,Moushumi Chatterjee
Rakshaa Bandhan,1977.0,90.0,Drama,7.6,5.0,Shantilal Soni,Jairaj,Pallavi Joshi,Lalita Pawar
Rakshak,1996.0,164.0,"Action, Thriller",4.7,296.0,Ashok Honda,Sunil Shetty,Karisma Kapoor,Sonali Bendre
Rakta Bandhan,1984.0,126.0,"Action, Comedy, Crime",5.3,14.0,Rajat Rakshit,Rati Agnihotri,Birbal,Mithun Chakraborty
Raktdhar,2017.0,111.0,Drama,6.5,12.0,Ajit Varma,Jimmy Sharma,Shakti Kapoor,Shahbaaz Khan
Ram Aur Shyam,1967.0,171.0,"Comedy, Drama, Family",7.4,862.0,Tapi Chanakya,Dilip Kumar,Waheeda Rehman,Mumtaz
Ram Balram,1980.0,169.0,"Action, Comedy, Drama",6.3,475.0,Vijay Anand,Dharmendra,Amitabh Bachchan,Zeenat Aman
Ram Bharose,1977.0,130.0,Comedy,6.7,18.0,Anand Sagar,Randhir Kapoor,Rekha,Amjad Khan
Ram Ke Naam,1992.0,90.0,Documentary,8.9,624.0,Anand Patwardhan,,,
Ram Ki Janmabhoomi,2019.0,122.0,Drama,6.6,92.0,Sanoj Mishra,Sanoj R. Mishra,Muntazir Ahmad,Manveer Choudhary
Ram Rajya,1943.0,144.0,"Drama, Family, Fantasy",7.2,20.0,Vijay Bhatt,Prem Adib,Shobhna Samarth,Umakant
Ram Ratan,2017.0,112.0,Romance,3.7,61.0,Govind Sakariya,Rishi Bhutani,Daisy Shah,Mahesh Thakur
Ram Tera Desh,1984.0,140.0,Drama,5.8,13.0,Swaroop Kumar,Hema Malini,Ashok Kumar,Vijayendra Ghatge
Ram Tere Kitne Nam,1985.0,157.0,Drama,6.0,58.0,P. Madhavan,Sanjeev Kumar,Rekha,Prem Chopra
Ram Teri Ganga Maili,1985.0,178.0,"Drama, Musical, Romance",6.7,962.0,Raj Kapoor,Rajiv Kapoor,Mandakini,Divya Rana
Rama Rama Kya Hai Dramaaa,2008.0,180.0,"Comedy, Drama, Romance",3.9,259.0,Chandrakant Singh,Neha Dhupia,Amrita Arora,Anupam Kher
Ramaa: The Saviour,2010.0,120.0,"Action, Adventure, Drama",3.4,147.0,Hadi Abrar,Sahil Khan,Tanushree Dutta,Meghan Jadhav
Ramad,2017.0,142.0,"Drama, Thriller",7.5,38.0,Shankar Addi Mehra,Sourabh Arora,Abhinav Goyal,Raphael Jose
Ram-Avtar,1988.0,170.0,"Action, Drama, Romance",4.5,201.0,Sunil Hingorani,Sunny Deol,Anil Kapoor,Sridevi
Ramayana: The Epic,2010.0,98.0,"Animation, Adventure, Family",5.9,456.0,Chetan Desai,Manoj Bajpayee,Juhi Chawla,Ashutosh Rana
Ramgarh Ke Sholay,1991.0,123.0,"Action, Comedy, Crime",4.7,59.0,Ajit Dewani,Kishore Anand Bhanushali,Dinesh Hingoo,Amjad Khan
Ramkali,1985.0,141.0,Action,5.4,12.0,Shyam Ralhan,Hema Malini,Shatrughan Sinha,Nirupa Roy
Ramkhind. A Warli Village,2001.0,78.0,Documentary,5.9,28.0,Amit Dutta,,,
Ramshastri,1944.0,122.0,Drama,6.8,10.0,Vishram Bedekar,Gajanan Jagirdar,Raja Nene,Gajanan Jagirdar
Ramta Jogi,2015.0,139.0,Romance,6.9,71.0,Guddu Dhanoa,Rahul Dev,Zafar Dhillon,Anil Grover
Ramudochhadu,1996.0,125.0,"Action, Comedy, Drama",6.1,77.0,Kodanda Rami Reddy A.,Krishna Ghattamaneni,Suhasini,Satyanarayana Kaikala
Ranbanka,2015.0,98.0,Action,3.6,119.0,Aryeman Ramsay,Manish Paul,Ravi Kishan,Pooja Thakur
Ranchi Diaries,2017.0,93.0,Thriller,7.3,81.0,Sattwik Mohanty,Soundarya Sharma,Pradeep Singh,Anupam Kher
Rang,1993.0,150.0,"Drama, Romance",4.8,187.0,Talat Jani,Jeetendra,Amrita Singh,Kamal Sadanah
Rang Birangi,1983.0,180.0,Comedy,7.1,520.0,Hrishikesh Mukherjee,Amol Palekar,Parveen Babi,Farooq Shaikh
Ranga,1982.0,133.0,"Action, Drama",6.2,100.0,R. Thyagaraajan,Rajinikanth,Radhika Sarathkumar,S.A. Ashokan
Rangeela Raja,2019.0,162.0,Comedy,2.3,215.0,Sikander Bharti,Govinda,Mishika Chourasia,Karan Aanand
Rangeelay,2013.0,129.0,"Action, Comedy, Drama",5.0,176.0,Navaniat Singh,Jimmy Sheirgill,Neha Dhupia,Binnu Dhillon
Rangrezz,2013.0,144.0,"Action, Drama",5.1,426.0,Priyadarshan,Jackky Bhagnani,Priya Anand,Rajpal Yadav
Rani Aur Lalpari,1975.0,135.0,"Drama, Family, Fantasy",6.7,42.0,Ravikant Nagaich,Baby Rani,Reena Roy,Abbas Ali
Rani Rupmati,1959.0,148.0,"Action, Adventure",5.8,24.0,S.N. Tripathi,Bharat Bhushan,Nalini Chonkar,Ulhas
Ranj,2019.0,80.0,Drama,7.2,9.0,Sunit Sinha,Raju Kumar,Madhu Sagar,Kriti Sharma
Ranna,2015.0,152.0,"Action, Comedy, Drama",6.2,616.0,Nandakishore,Sudeep,Prakash Raj,Avinash
Ranviir the Marshal,2015.0,132.0,"Action, Drama, Thriller",7.7,7.0,Milind Ukey,Rishy,Rati Agnihotri,Ramnita Chaudhry
Rao Saheb,1986.0,123.0,"Comedy, Drama",5.7,7.0,Vijaya Mehta,Arvind Gadgil,Chandrakant Gokhale,Vasant Ingle
Raqeeb,2007.0,124.0,"Crime, Drama, Mystery",4.2,283.0,Anurag Singh,Rahul Khanna,Sharman Joshi,Tanushree Dutta
